*;0;#group;index;offset;type;nss;bw;gi;airtime
phy1;155801ca0fc1;txs;3e:a7:96:1e:bc:6b;1;1;0;276;1
phy1;155801cb809b;txs;3e:a7:96:1e:bc:6b;1;1;0;276;1
phy1;155801cbae0b;txs;3e:a7:96:1e:bc:6b;1;1;0;276;1
phy1;155801fe45a8;txs;3e:a7:96:1e:bc:6b;1;1;0;276;1
phy1;1558037c0380;txs;3e:a7:96:1e:bc:6b;1;1;0;276;1
phy1;15580404dfe4;txs;3e:a7:96:1e:bc:6b;1;1;0;276;1
phy1;15580406b372;txs;3e:a7:96:1e:bc:6b;1;1;0;276;1
phy1;15580406e1c6;txs;3e:a7:96:1e:bc:6b;1;1;0;276;1
phy1;15580406ff2e;txs;3e:a7:96:1e:bc:6b;1;1;0;276;1
phy1;155804176afa;txs;3e:a7:96:1e:bc:6b;1;1;0;276;1
phy1;15580417b7ef;txs;3e:a7:96:1e:bc:6b;1;1;0;276;1
phy1;15580436e707;txs;3e:a7:96:1e:bc:6b;1;1;0;276;1
phy1;1558043b0778;txs;3e:a7:96:1e:bc:6b;1;1;0;276;1
phy1;1558043b2d7a;txs;3e:a7:96:1e:bc:6b;1;1;0;276;1
phy1;155805a36256;txs;3e:a7:96:1e:bc:6b;1;1;0;276;1
phy1;1558068255ab;txs;88:a9:b7:ee:ab:61;1;1;0;276;1
phy1;155806867f35;txs;88:a9:b7:ee:ab:61;1;1;0;276;1
phy1;15580686b3ba;txs;3e:a7:96:1e:bc:6b;1;1;0;276;1
phy1;15580686d303;txs;3e:a7:96:1e:bc:6b;1;1;0;276;1
phy1;155806a1146b;txs;3e:a7:96:1e:bc:6b;1;1;0;276;1
phy1;155806a14be9;txs;3e:a7:96:1e:bc:6b;1;1;0;276;1
phy1;155806a2e845;txs;3e:a7:96:1e:bc:6b;1;1;0;276;1
phy1;155806a31433;txs;3e:a7:96:1e:bc:6b;1;1;0;276;1
phy1;155806a33197;txs;3e:a7:96:1e:bc:6b;1;1;0;276;1
phy1;155807fc6eff;txs;3e:a7:96:1e:bc:6b;1;1;0;276;1
phy1;1558085b9d99;txs;3e:a7:96:1e:bc:6b;1;1;0;276;1
phy1;1558087aed35;txs;3e:a7:96:1e:bc:6b;1;1;0;276;1
phy1;1558097d4587;txs;3e:a7:96:1e:bc:6b;1;1;0;276;1
phy1;1558099fad1c;txs;88:a9:b7:ee:ab:61;1;1;0;276;1
phy1;15580ed15d58;txs;3e:a7:96:1e:bc:6b;1;1;0;276;1
phy1;15580ef249fb;txs;88:a9:b7:ee:ab:61;1;1;0;276;1
phy1;15580fe500ae;txs;3e:a7:96:1e:bc:6b;1;1;0;276;1
phy1;155811fad5a2;txs;3e:a7:96:1e:bc:6b;1;1;0;276;1
phy1;155811fc54e8;txs;3e:a7:96:1e:bc:6b;1;1;0;276;1
phy1;1558129362d6;txs;3e:a7:96:1e:bc:6b;1;1;0;276;1
phy1;15581377aef2;txs;3e:a7:96:1e:bc:6b;1;1;0;276;1
phy1;1558137996b0;txs;3e:a7:96:1e:bc:6b;1;1;0;276;1
phy1;15581379c2c1;txs;3e:a7:96:1e:bc:6b;1;1;0;276;1
phy1;1558138bbd76;txs;3e:a7:96:1e:bc:6b;1;1;0;276;1
phy1;15581d267f5f;txs;3e:a7:96:1e:bc:6b;1;1;0;276;1
phy1;15581f239df7;txs;3e:a7:96:1e:bc:6b;1;1;0;276;1
phy1;15581f244810;txs;3e:a7:96:1e:bc:6b;1;1;0;276;1
phy1;15581f30f488;txs;3e:a7:96:1e:bc:6b;1;1;0;276;1
phy1;15581f312823;txs;3e:a7:96:1e:bc:6b;1;1;0;276;1
phy1;15581f31457c;txs;3e:a7:96:1e:bc:6b;1;1;0;276;1
phy1;15581f32b734;txs;3e:a7:96:1e:bc:6b;1;1;0;276;1
phy1;15582652ecbc;txs;88:a9:b7:ee:ab:61;1;1;0;276;1
phy1;15582a2256fb;txs;3e:a7:96:1e:bc:6b;1;1;0;276;1
phy1;15582a267b72;txs;3e:a7:96:1e:bc:6b;1;1;0;276;1
phy1;155831b5ac01;txs;3e:a7:96:1e:bc:6b;1;1;0;276;1
phy1;15584846ecf2;txs;88:a9:b7:ee:ab:61;1;1;0;276;1
phy1;1558484b5550;txs;88:a9:b7:ee:ab:61;1;1;0;276;1
phy1;1558485ea7fe;txs;88:a9:b7:ee:ab:61;1;1;1;277;1
phy1;1558487a7535;txs;88:a9:b7:ee:ab:61;1;1;1;238,236;2,1
phy1;15584978bb7b;txs;88:a9:b7:ee:ab:61;1;1;0;237;1
phy1;1558497c7288;txs;88:a9:b7:ee:ab:61;1;1;1;237;1
phy1;1558497cd1b9;txs;88:a9:b7:ee:ab:61;1;1;1;237;1
phy1;155849b66b47;txs;88:a9:b7:ee:ab:61;1;1;1;277;1
phy1;155849fb311e;txs;88:a9:b7:ee:ab:61;1;1;0;276;1
phy1;15584a4d4be8;txs;88:a9:b7:ee:ab:61;1;1;1;279,276;2,1
phy1;15584a66f5ea;txs;88:a9:b7:ee:ab:61;1;1;0;276;1
phy1;15584aa330f6;txs;88:a9:b7:ee:ab:61;1;1;0;276;1
phy1;15584b237cac;txs;88:a9:b7:ee:ab:61;1;1;0;276;1
phy1;15584b5a8b20;txs;88:a9:b7:ee:ab:61;1;1;0;276;1
phy1;15584b5ac36b;txs;88:a9:b7:ee:ab:61;1;1;0;276;1
phy1;15584b92909c;txs;88:a9:b7:ee:ab:61;1;1;0;276;1
phy1;15584b943b2d;txs;88:a9:b7:ee:ab:61;1;1;0;276;1
phy1;15584bcc40a3;txs;88:a9:b7:ee:ab:61;1;1;0;276;1
phy1;15584c17d987;txs;88:a9:b7:ee:ab:61;1;1;1;277;1
phy1;15584c58d0d3;txs;88:a9:b7:ee:ab:61;1;1;1;238;1
phy1;15584c594bea;txs;88:a9:b7:ee:ab:61;1;1;1;238;1
phy1;15584c9062bb;txs;88:a9:b7:ee:ab:61;1;1;1;238;1
phy1;15584cd3d33c;txs;88:a9:b7:ee:ab:61;1;1;0;276;1
phy1;15584d161ec6;txs;88:a9:b7:ee:ab:61;1;1;0;279,276;2,1
phy1;15584d1931d8;txs;88:a9:b7:ee:ab:61;1;1;1;279,276;2,1
phy1;15584d1990b3;txs;88:a9:b7:ee:ab:61;1;1;1;279,276;2,1
phy1;15584d730d13;txs;88:a9:b7:ee:ab:61;1;1;0;239,236;2,1
phy1;15584d738d09;txs;88:a9:b7:ee:ab:61;1;1;0;239,236;2,1
phy1;15584d76a228;txs;88:a9:b7:ee:ab:61;1;1;1;239,236;2,1
phy1;15584daa25ff;txs;88:a9:b7:ee:ab:61;1;1;0;276;1
phy1;15584defa8c3;txs;88:a9:b7:ee:ab:61;1;1;0;276;1
phy1;15584e28d239;txs;88:a9:b7:ee:ab:61;1;1;0;276;1
phy1;15584e294e59;txs;88:a9:b7:ee:ab:61;1;1;0;276;1
phy1;15584e4f0035;txs;88:a9:b7:ee:ab:61;1;1;0;276;1
phy1;15584e964a70;txs;88:a9:b7:ee:ab:61;1;1;0;276;1
phy1;15584ecf2d27;txs;88:a9:b7:ee:ab:61;1;1;0;276;1
phy1;15584ecf7e5c;txs;88:a9:b7:ee:ab:61;1;1;0;276;1
phy1;15584ecf9d07;txs;88:a9:b7:ee:ab:61;1;1;0;276;1
phy1;15584f09977b;txs;88:a9:b7:ee:ab:61;1;1;0;276;1
phy1;1558504755c0;txs;88:a9:b7:ee:ab:61;1;1;0;276;1
phy1;155851333fd2;txs;88:a9:b7:ee:ab:61;1;1;0;276;1
phy1;1558516a1186;txs;88:a9:b7:ee:ab:61;1;1;0;276;1
phy1;155852cfb37e;txs;88:a9:b7:ee:ab:61;1;1;0;276;1
phy1;155853bd70ca;txs;88:a9:b7:ee:ab:61;1;1;0;276;1
phy1;155853f89fdc;txs;88:a9:b7:ee:ab:61;1;1;1;236;1
phy1;155853f91ec9;txs;88:a9:b7:ee:ab:61;1;1;1;236;1
phy1;1558542fc0de;txs;88:a9:b7:ee:ab:61;1;1;1;277;1
phy1;155854c2b400;txs;88:a9:b7:ee:ab:61;1;1;1;278,276;2,1
phy1;155854f467c3;txs;88:a9:b7:ee:ab:61;1;1;0;276;1
phy1;155854f4a3c1;txs;88:a9:b7:ee:ab:61;1;1;0;276;1
phy1;1558552d065c;txs;88:a9:b7:ee:ab:61;1;1;0;276;1
phy1;1558554eed8e;txs;88:a9:b7:ee:ab:61;1;1;0;276;1
phy1;1558557a5636;txs;88:a9:b7:ee:ab:61;1;1;0;276;1
phy1;1558557a9a50;txs;88:a9:b7:ee:ab:61;1;1;0;276;1
phy1;155855b03e33;txs;88:a9:b7:ee:ab:61;1;1;0;276;1
phy1;155855faba2f;txs;88:a9:b7:ee:ab:61;1;1;0;276;1
phy1;155856311abf;txs;88:a9:b7:ee:ab:61;1;1;0;276;1
phy1;1558563175b3;txs;88:a9:b7:ee:ab:61;1;1;0;276;1
phy1;1558567bb4b1;txs;88:a9:b7:ee:ab:61;1;1;0;276;1
phy1;155856c22c80;txs;88:a9:b7:ee:ab:61;1;1;0;276;1
phy1;155857296909;txs;88:a9:b7:ee:ab:61;1;1;0;276;1
phy1;1558572dc29c;txs;88:a9:b7:ee:ab:61;1;1;0;276;1
phy1;1558572de50f;txs;88:a9:b7:ee:ab:61;1;1;0;276;1
phy1;155857729aa0;txs;88:a9:b7:ee:ab:61;1;1;1;238,237;2,1
phy1;1558577304f6;txs;88:a9:b7:ee:ab:61;1;1;1;238,237;2,1
phy1;1558577335d6;txs;88:a9:b7:ee:ab:61;1;1;1;238,237;2,1
phy1;155857bdfb94;txs;88:a9:b7:ee:ab:61;1;1;1;278,277;2,1
phy1;1558580238a8;txs;88:a9:b7:ee:ab:61;1;1;0;277;1
phy1;1558583c48d7;txs;88:a9:b7:ee:ab:61;1;1;0;236;1
phy1;1558583fed80;txs;88:a9:b7:ee:ab:61;1;1;1;236;1
phy1;15585874554d;txs;88:a9:b7:ee:ab:61;1;1;0;277;1
phy1;155858baf834;txs;88:a9:b7:ee:ab:61;1;1;0;277;1
phy1;155858f5b63b;txs;88:a9:b7:ee:ab:61;1;1;0;277;1
phy1;155858f62f7a;txs;88:a9:b7:ee:ab:61;1;1;0;277;1
phy1;155858f65d73;txs;88:a9:b7:ee:ab:61;1;1;0;277;1
phy1;1558594a81bd;txs;88:a9:b7:ee:ab:61;1;1;0;277;1
phy1;15585b16feca;txs;88:a9:b7:ee:ab:61;1;1;0;277;1
phy1;15585b4f7a05;txs;88:a9:b7:ee:ab:61;1;1;0;277;1
phy1;15585bcd9caa;txs;88:a9:b7:ee:ab:61;1;1;0;277;1
phy1;15585c8163df;txs;88:a9:b7:ee:ab:61;1;1;0;277;1
phy1;15585cb960eb;txs;88:a9:b7:ee:ab:61;1;1;0;277;1
phy1;15585cb9bf89;txs;88:a9:b7:ee:ab:61;1;1;0;277;1
phy1;15585cb9e096;txs;88:a9:b7:ee:ab:61;1;1;0;277;1
phy1;15585cd2b96a;txs;88:a9:b7:ee:ab:61;1;1;0;277;1
phy1;15585cf37d02;txs;88:a9:b7:ee:ab:61;1;1;0;277;1
phy1;15585cf3e56d;txs;88:a9:b7:ee:ab:61;1;1;0;277;1
phy1;15585d0dd18e;txs;88:a9:b7:ee:ab:61;1;1;0;277;1
phy1;15585d0f4f7c;txs;88:a9:b7:ee:ab:61;1;1;0;277;1
phy1;15585d47f1d0;txs;88:a9:b7:ee:ab:61;1;1;0;277;1
phy1;15585d483203;txs;88:a9:b7:ee:ab:61;1;1;0;277;1
phy1;15585d7ed51b;txs;88:a9:b7:ee:ab:61;1;1;0;277;1
phy1;15585de3483b;txs;88:a9:b7:ee:ab:61;1;1;0;277;1
phy1;15585e188291;txs;88:a9:b7:ee:ab:61;1;1;0;277;1
phy1;155860258925;txs;88:a9:b7:ee:ab:61;1;1;0;277;1
phy1;1558606ff42d;txs;88:a9:b7:ee:ab:61;1;1;1;278,277;2,1
phy1;155860f71df4;txs;88:a9:b7:ee:ab:61;1;1;1;238,237;2,1
phy1;155861352236;txs;88:a9:b7:ee:ab:61;1;1;1;238,237;2,1
phy1;1558630e5cd6;txs;88:a9:b7:ee:ab:61;1;1;0;277;1
phy1;1558634af0aa;txs;88:a9:b7:ee:ab:61;1;1;0;277;1
phy1;1558634b2d23;txs;88:a9:b7:ee:ab:61;1;1;0;277;1
phy1;155863823854;txs;88:a9:b7:ee:ab:61;1;1;0;277;1
phy1;155863d6feb3;txs;88:a9:b7:ee:ab:61;1;1;1;239,237;2,1
phy1;155864136806;txs;88:a9:b7:ee:ab:61;1;1;1;278,277;2,1
phy1;155866019662;txs;88:a9:b7:ee:ab:61;1;1;0;277;1
phy1;15586638c0f0;txs;88:a9:b7:ee:ab:61;1;1;0;277;1
phy1;1558668009b8;txs;88:a9:b7:ee:ab:61;1;1;0;277;1
phy1;155866bec8c5;txs;88:a9:b7:ee:ab:61;1;1;0;277;2
phy1;155866bf3417;txs;88:a9:b7:ee:ab:61;1;1;0;277;2
phy1;155866bf5240;txs;88:a9:b7:ee:ab:61;1;1;0;277;2
phy1;155866f9520f;txs;88:a9:b7:ee:ab:61;1;1;0;277;1
phy1;155866f9894c;txs;88:a9:b7:ee:ab:61;1;1;0;277;1
phy1;155866fada11;txs;88:a9:b7:ee:ab:61;1;1;0;277;2
phy1;155867333021;txs;88:a9:b7:ee:ab:61;1;1;0;277;1
phy1;1558676f9962;txs;88:a9:b7:ee:ab:61;1;1;0;277;1
phy1;155867b0680d;txs;88:a9:b7:ee:ab:61;1;1;1;278,277;2,2
phy1;155867b0eb80;txs;88:a9:b7:ee:ab:61;1;1;1;278,277;2,2
phy1;155867b11e44;txs;88:a9:b7:ee:ab:61;1;1;1;277;1
phy1;155868fd8c37;txs;88:a9:b7:ee:ab:61;1;1;0;277;1
phy1;15586944a12d;txs;88:a9:b7:ee:ab:61;1;1;0;277;1
phy1;1558698f4518;txs;88:a9:b7:ee:ab:61;1;1;0;277;1
phy1;155869c9a543;txs;88:a9:b7:ee:ab:61;1;1;0;277;1
phy1;155869c9ff56;txs;88:a9:b7:ee:ab:61;1;1;0;277;1
phy1;155869ca1ddc;txs;88:a9:b7:ee:ab:61;1;1;0;277;1
phy1;155869e97ade;txs;88:a9:b7:ee:ab:61;1;1;0;277;1
phy1;15586a189311;txs;88:a9:b7:ee:ab:61;1;1;0;277;1
phy1;15586bd84599;txs;88:a9:b7:ee:ab:61;1;1;0;277;1
phy1;15586c1bca28;txs;88:a9:b7:ee:ab:61;1;1;1;238,237;2,1
phy1;15586f76e5cc;txs;88:a9:b7:ee:ab:61;1;1;0;277;1
phy1;155870d20ed6;txs;88:a9:b7:ee:ab:61;1;1;0;276;1
phy1;15587106f702;txs;88:a9:b7:ee:ab:61;1;1;0;276;1
phy1;155871f145af;txs;88:a9:b7:ee:ab:61;1;1;0;276;1
phy1;1558721e536f;txs;88:a9:b7:ee:ab:61;1;1;0;276;1
phy1;15587229c0f8;txs;88:a9:b7:ee:ab:61;1;1;0;276;1
phy1;15587234b013;txs;88:a9:b7:ee:ab:61;1;1;0;276;1
phy1;155872680a7c;txs;88:a9:b7:ee:ab:61;1;1;0;276;1
phy1;1558729ef075;txs;88:a9:b7:ee:ab:61;1;1;0;276;1
phy1;1558729f2b40;txs;88:a9:b7:ee:ab:61;1;1;0;276;1
phy1;155872d44a7a;txs;88:a9:b7:ee:ab:61;1;1;0;276;1
phy1;1558731be4e6;txs;88:a9:b7:ee:ab:61;1;1;0;276;1
phy1;1558735f8d5c;txs;88:a9:b7:ee:ab:61;1;1;1;238,236;2,1
phy1;155874e9de23;txs;88:a9:b7:ee:ab:61;1;1;0;276;1
phy1;155875205c8b;txs;88:a9:b7:ee:ab:61;1;1;0;276;1
phy1;1558756c3179;txs;88:a9:b7:ee:ab:61;1;1;0;276;1
phy1;155875a7e94b;txs;88:a9:b7:ee:ab:61;1;1;0;276;1
phy1;155875a81e8c;txs;88:a9:b7:ee:ab:61;1;1;0;276;1
phy1;155875e53f48;txs;88:a9:b7:ee:ab:61;1;1;0;276;1
phy1;15587632e8c4;txs;88:a9:b7:ee:ab:61;1;1;0;276;1
phy1;155877e30cce;txs;88:a9:b7:ee:ab:61;1;1;0;276;1
phy1;155877e7596e;txs;88:a9:b7:ee:ab:61;1;1;0;276;1
phy1;155878208fb3;txs;88:a9:b7:ee:ab:61;1;1;0;276;1
phy1;1558786b3e8d;txs;88:a9:b7:ee:ab:61;1;1;1;277;1
phy1;155878ac833b;txs;88:a9:b7:ee:ab:61;1;1;1;238,236;2,1
phy1;155878acecd9;txs;88:a9:b7:ee:ab:61;1;1;1;238,236;2,1
phy1;155878eaf423;txs;88:a9:b7:ee:ab:61;1;1;1;238,236;2,1
phy1;15587aded738;txs;88:a9:b7:ee:ab:61;1;1;0;276;1
phy1;15587b246972;txs;88:a9:b7:ee:ab:61;1;1;0;276;1
phy1;15587d63bdc4;txs;88:a9:b7:ee:ab:61;1;1;0;276;1
phy1;15588381a2c6;txs;88:a9:b7:ee:ab:61;1;1;0;277;1
phy1;155889820136;txs;88:a9:b7:ee:ab:61;1;1;0;277;1
phy1;1558e82897d6;txs;88:a9:b7:ee:ab:61;1;1;0;277;1
phy1;1558e82cfec7;txs;88:a9:b7:ee:ab:61;1;1;0;277;1
phy1;1558ecce2142;txs;88:a9:b7:ee:ab:61;1;1;0;277;1
phy1;1558ecf64e11;txs;88:a9:b7:ee:ab:61;1;1;1;278,277;2,1
phy1;1558f45254f3;txs;3e:a7:96:1e:bc:6b;1;1;0;276;1
phy1;1558f8da3636;txs;88:a9:b7:ee:ab:61;1;1;0;277;1
phy1;1558fd96c269;txs;88:a9:b7:ee:ab:61;1;1;0;277;1
phy1;15590feb9792;txs;88:a9:b7:ee:ab:61;1;1;0;277;1
phy1;15591c092d1c;txs;88:a9:b7:ee:ab:61;1;1;0;277;1
phy1;15591c14a051;txs;88:a9:b7:ee:ab:61;1;1;0;277;1
phy1;15592667ca9c;txs;3e:a7:96:1e:bc:6b;1;1;0;276;1
phy1;1559266c1108;txs;3e:a7:96:1e:bc:6b;1;1;0;276;1
phy1;1559467c9daf;txs;88:a9:b7:ee:ab:61;1;1;0;277;1
phy1;1559531fa70a;txs;3e:a7:96:1e:bc:6b;1;1;0;276;1
phy1;15595f61f95b;txs;88:a9:b7:ee:ab:61;1;1;0;277;1
phy1;15595f75496d;txs;88:a9:b7:ee:ab:61;1;1;0;277;1
phy1;15596284a37c;txs;88:a9:b7:ee:ab:61;1;1;0;277;1
phy1;155962a02f76;txs;88:a9:b7:ee:ab:61;1;1;0;277;2
phy1;155967203139;txs;88:a9:b7:ee:ab:61;1;1;0;277;2
phy1;15596724ce2d;txs;88:a9:b7:ee:ab:61;1;1;0;277;3
phy1;15596725decd;txs;88:a9:b7:ee:ab:61;1;1;0;277,276;4,1
phy1;1559685e781f;txs;3e:a7:96:1e:bc:6b;1;1;0;276;1
phy1;155968628f4f;txs;3e:a7:96:1e:bc:6b;1;1;0;276;1
phy1;15596862b1e8;txs;3e:a7:96:1e:bc:6b;1;1;0;276;1
phy1;15596862cf67;txs;3e:a7:96:1e:bc:6b;1;1;0;276;1
